20140131,SPR,A.SPRINGER SE VNA
20140131,ARL,AAREAL BANK AG
20140131,AIR,AIRBUS GRP (LEGALLY EADS)
20140131,NDA,AURUBIS AG
20140131,GBF,BILFINGER SE O.N.
20140131,BNR,BRENNTAG AG
20140131,CLS1,CELESIO AG NAM. O.N.
20140131,DEQ,DEUTSCHE EUROSHOP AG O.N.
20140131,DWNI,DEUTSCHE WOHNEN AG INH
20140131,GIL,DMG MORI SEIKI AG O.N.
20140131,DUE,DUERR AG O.N.
20140131,ZIL2,ELRINGKLINGER AG NA O.N.
20140131,EVK,EVONIK INDUSTRIES AG
20140131,FIE,FIELMANN AG O.N.
20140131,FRA,FRAPORT AG FFM.AIRPORT
20140131,FPE3,FUCHS PETROL.SE VZO O.N.
20140131,GFJ,"GAGFAH S.A. NOM.  EO 1,25"
20140131,G1A,GEA GROUP AG
20140131,GXI,GERRESHEIMER AG
20140131,GWI1,GERRY WEBER INTERNAT.O.N.
20140131,HNR1,HANN.RUECK SE NA O.N.
20140131,HOT,HOCHTIEF AG
20140131,BOSS,HUGO BOSS AG  NA O.N.
20140131,KD8,KABEL DT. HOLDING AG O.N.
20140131,KCO,KLOECKNER + CO SE NA
20140131,KRN,KRONES AG O.N.
20140131,KU2,KUKA AG
20140131,LEG,LEG IMMOBILIEN AG
20140131,LEO,LEONI AG NA O.N.
20140131,MAN,MAN SE ST O.N.
20140131,MEO,METRO AG ST O.N.
20140131,MTX,MTU AERO ENGINES NA O.N.
20140131,NOEJ,NORMA GROUP SE NA    O.N.
20140131,OSR,OSRAM LICHT AG NA O.N.
20140131,PSM,PROSIEBENSAT.1  NA O.N.
20140131,RAA,RATIONAL AG
20140131,RHM,RHEINMETALL AG
20140131,RHK,RHOEN-KLINIKUM O.N.
20140131,RRTL,RTL GROUP
20140131,SZG,SALZGITTER AG O.N.
20140131,SGL,SGL CARBON SE O.N.
20140131,SKYD,SKY DTLD AG NA
20140131,SAZ,STADA ARZNEIMITT.VNA O.N.
20140131,SZU,SUEDZUCKER MA./OCHS. O.N.
20140131,SY1,SYMRISE AG INH. O.N.
20140131,TEG,TAG IMMOBILIEN AG
20140131,TLX,TALANX AG NA O.N.
20140131,TUI1,TUI AG NA
20140131,WCH,WACKER CHEMIE        O.N.
20140131,WIN,WINCOR NIXDORF O.N.
