20131203,SPR,A.SPRINGER AG VNA
20131203,ARL,AAREAL BANK AG
20131203,NDA,AURUBIS AG
20131203,GBF,BILFINGER SE O.N.
20131203,BNR,BRENNTAG AG
20131203,CLS1,CELESIO AG NAM. O.N.
20131203,DEQ,DEUTSCHE EUROSHOP AG O.N.
20131203,DWNI,DEUTSCHE WOHNEN AG INH
20131203,GIL,DMG MORI SEIKI AG O.N.
20131203,DUE,DUERR AG O.N.
20131203,ZIL2,ELRINGKLINGER AG NA O.N.
20131203,EAD,EUROP.AERON.DEF.+SP. EADS
20131203,EVK,EVONIK INDUSTRIES AG
20131203,FIE,FIELMANN AG O.N.
20131203,FRA,FRAPORT AG FFM.AIRPORT
20131203,FPE3,FUCHS PETROL.SE VZO O.N.
20131203,GFJ,"GAGFAH S.A. NOM.  EO 1,25"
20131203,G1A,GEA GROUP AG
20131203,GXI,GERRESHEIMER AG
20131203,GWI1,GERRY WEBER INTERNAT.O.N.
20131203,HNR1,HANN.RUECK SE NA O.N.
20131203,HOT,HOCHTIEF AG
20131203,BOSS,HUGO BOSS AG  NA O.N.
20131203,KD8,KABEL DT. HOLDING AG O.N.
20131203,KCO,KLOECKNER + CO SE NA
20131203,KRN,KRONES AG O.N.
20131203,KU2,KUKA AG
20131203,LEG,LEG IMMOBILIEN AG
20131203,LEO,LEONI AG NA O.N.
20131203,MAN,MAN SE ST O.N.
20131203,MEO,METRO AG ST O.N.
20131203,MTX,MTU AERO ENGINES NA O.N.
20131203,NOEJ,NORMA GROUP SE NA    O.N.
20131203,OSR,OSRAM LICHT AG NA O.N.
20131203,PSM,PROSIEBENSAT.1  NA O.N.
20131203,RAA,RATIONAL AG
20131203,RHM,RHEINMETALL AG
20131203,RHK,RHOEN-KLINIKUM O.N.
20131203,RRTL,RTL GROUP
20131203,SZG,SALZGITTER AG O.N.
20131203,SGL,SGL CARBON SE O.N.
20131203,SKYD,SKY DTLD AG NA
20131203,SAZ,STADA ARZNEIMITT.VNA O.N.
20131203,SZU,SUEDZUCKER MA./OCHS. O.N.
20131203,SY1,SYMRISE AG INH. O.N.
20131203,TEG,TAG IMMOBILIEN AG
20131203,TLX,TALANX AG NA O.N.
20131203,TUI1,TUI AG NA
20131203,WCH,WACKER CHEMIE        O.N.
20131203,WIN,WINCOR NIXDORF O.N.
